946080000;10850.3188
946083600;10419.5774
946087200;9946.1491
946090800;9585.4245
946094400;9594.4342
946098000;9932.4152
946101600;10444.0138
946105200;10906.107
946108800;11198.156
946112400;11228.8735
946116000;11778.5454
946119600;12171.5683
946123200;12153.2795
946126800;12215.2046
946130400;12178.9524
946134000;12144.2713
946137600;12473.8357
946141200;13751.8767
946144800;13985.3171
946148400;13702.3842
946152000;13382.9629
946155600;12462.626
946159200;11812.8776
946162800;11020.182
946166400;10228.0892
946170000;9766.0732
946173600;9578.9584
946177200;9587.003
946180800;9703.6178
946184400;10217.8866
946188000;11446.0696
946191600;13742.7976
946195200;16047.5436
946198800;16571.6525
946202400;16562.5133
946206000;16653.6512
946209600;16315.0357
946213200;16312.6578
946216800;16279.1036
946220400;15877.6541
946224000;15837.2672
946227600;16021.2466
946231200;15685.9301
946234800;15289.5649
946238400;14516.3515
946242000;13375.6981
946245600;12452.3525
946249200;11377.0525
946252800;10186.6295
946256400;9662.2312
946260000;9482.5822
946263600;9534.4061
946267200;9740.1123
946270800;10218.9247
946274400;10890.9629
946278000;11791.1564
946281600;12499.0492
946285200;13149.1073
946288800;13671.7953
946292400;13707.7186
946296000;13500.8225
946299600;13355.8673
946303200;13236.4344
946306800;13251.1678
946310400;13660.6786
946314000;14403.2316
946317600;14324.0827
946321200;14176.7803
946324800;13615.5061
946328400;12862.98
946332000;12124.0838
946335600;11193.7984
946339200;10124.7782
946342800;9590.9618
946346400;9290.2467
946350000;9321.2853
946353600;9473.6292
946357200;9881.5049
946360800;10358.4294
946364400;10886.9746
946368000;11181.0198
946371600;11634.8145
946375200;12123.2833
946378800;12533.9715
946382400;12621.2583
946386000;12636.1447
946389600;12592.0853
946393200;12520.3178
946396800;12859.6796
946400400;13913.2138
946404000;14160.0926
946407600;13848.4131
946411200;13283.2519
946414800;12675.3122
946418400;11792.2294
946422000;10542.4123
946425600;9698.3377
946429200;9297.1664
946432800;8977.1698
946436400;9005.6968
946440000;9246.5651
946443600;9911.2405
946447200;11266.5713
946450800;13900.7938
946454400;16317.5704
946458000;16873.7922
946461600;16853.3175
946465200;16909.4226
946468800;16469.1625
946472400;16477.3714
946476000;16442.2964
946479600;16207.7595
946483200;15804.1781
946486800;15615.1944
946490400;15452.324
946494000;15296.7156
946497600;14393.4317
946501200;13224.0572
946504800;11991.4031
946508400;10736.3898
946512000;9633.2594
946515600;9221.5664
946519200;9078.6905
946522800;9115.2135
946526400;9305.7145
946530000;9956.3494
946533600;11301.1665
946537200;14022.8919
946540800;16491.8302
946544400;17002.1434
946548000;17040.0114
946551600;17039.7562
946555200;16514.6634
946558800;16664.5144
946562400;16649.8004
946566000;16495.8389
946569600;16126.9095
946573200;15826.9473
946576800;15632.7706
946580400;15447.5245
946584000;14755.8102
946587600;13632.7065
946591200;12197.708
946594800;10934.8494
946598400;9907.3448
946602000;9459.8809
946605600;9344.7602
946609200;9389.2483
946612800;9599.4224
946616400;10196.7642
946620000;11442.7763
946623600;14070.2151
946627200;16592.0925
946630800;16972.7191
946634400;17055.4521
946638000;17075.0401
946641600;16669.4526
946645200;16858.1677
946648800;16967.3133
946652400;16780.0983
946656000;16453.4678
946659600;16182.2666
946663200;15949.9533
946666800;15602.9861
946670400;14717.6642
946674000;13644.5931
946677600;12490.7173
946681200;11367.7974
946684800;10294.413
946688400;9877.9389
946692000;9785.7963
946695600;9869.3533
946699200;10076.4539
946702800;10635.6143
946706400;12039.5404
946710000;14650.3656
946713600;17064.27
946717200;17542.5901
946720800;17517.7241
946724400;17569.3385
946728000;17185.8815
946731600;17332.1824
946735200;17469.38
946738800;17276.5149
946742400;16929.522
946746000;16641.5953
946749600;16289.9134
946753200;15983.5824
946756800;15145.3871
946760400;13987.7262
946764000;12678.2116
946767600;11511.3054
946771200;10460.7664
946774800;10006.6319
946778400;9882.4195
946782000;9934.4516
946785600;10090.3679
946789200;10624.9471
946792800;11906.63
946796400;14437.9637
946800000;16871.4863
946803600;17375.5431
946807200;17314.6259
946810800;17355.7206
946814400;16898.7746
946818000;16856.5622
946821600;16772.7134
946825200;16322.2897
946828800;16107.0427
946832400;16229.0619
946836000;15937.8938
946839600;15570.8681
946843200;14825.4566
946846800;13677.317
946850400;12733.1199
946854000;11669.5711
946857600;10483.5507
946861200;9978.1358
946864800;9804.599
946868400;9895.9369
946872000;10062.3872
946875600;10527.6514
946879200;11207.2682
946882800;12173.5036
946886400;12970.9646
946890000;13635.4373
946893600;14174.6344
946897200;14290.3186
946900800;14071.7324
946904400;13933.4616
946908000;13801.4104
946911600;13771.2365
946915200;14119.7884
946918800;14904.5181
946922400;14863.4333
946926000;14716.8861
946929600;14142.2324
946933200;13391.7212
946936800;12677.2003
946940400;11766.6376
946944000;10696.1035
946947600;10200.8963
946951200;9968.3917
946954800;10012.586
946958400;10147.1657
946962000;10531.3973
946965600;10919.1415
946969200;11442.3544
946972800;11741.5471
946976400;12303.9126
946980000;12820.1826
946983600;13081.4517
946987200;13163.4112
946990800;13177.1298
